   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      711    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
     2185    0.002    0.000    0.010    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/ffi.py:372(__del__)
     5027    0.001    0.000    0.002    0.000 <frozen posixpath>:41(_get_sep)
      380    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
     1309    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/_utils.py:24(deduplicate)
      161    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/enum.py:242(__set_name__)
2410/2405    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/_utils.py:54(get_reference)
      490    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
      992    0.001    0.000    0.011    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/value.py:157(name)
      898    0.001    0.000    0.005    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:13(__init__)
    380/3    0.001    0.000    1.072    0.357 <frozen importlib._bootstrap>:666(_load_unlocked)
      260    0.001    0.000    0.080    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:899(_get_target_registry)
     1250    0.001    0.000    0.001    0.000 {method 'argsort' of 'numpy.ndarray' objects}
     8439    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/function_base.py:19(_linspace_dispatcher)
       29    0.001    0.000    0.001    0.000 {built-in method posix.unlink}
     5028    0.001    0.000    0.001    0.000 {built-in method builtins.min}
     8439    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3172(_ndim_dispatcher)
     2813    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/linalg/linalg.py:209(_assert_stacked_square)
     2813    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/shape_base.py:207(_arrays_for_stack_dispatcher)
     2813    0.001    0.000    0.005    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1881(nonzero)
     7338    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     2813    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/shape_base.py:215(_vhstack_dispatcher)
     5626    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/scipy/signal/windows/_windows.py:24(_extend)
     1076    0.001    0.000    0.011    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/module.py:251(_next)
      364    0.001    0.000    0.044    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
     7332    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
     1007    0.001    0.000    0.011    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/module.py:240(_next)
     2355    0.001    0.000    0.001    0.000 {built-in method sys.intern}
     1759    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/value.py:87(__init__)
     5838    0.001    0.000    0.003    0.000 {method 'add' of 'set' objects}
     2813    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/linalg/linalg.py:156(_complexType)
     8443    0.001    0.000    0.001    0.000 {built-in method _operator.index}
     8439    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/lib/function_base.py:1457(_interp_dispatcher)
     2813    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/linalg/linalg.py:130(get_linalg_error_extobj)
     2594    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/_parser.py:240(__next)
      711    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:125(release)
     3862    0.001    0.000    0.002    0.000 {built-in method builtins.max}
     1357    0.001    0.000    0.005    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:537(__init__)
     2813    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/linalg/linalg.py:153(_realType)
      385    0.001    0.000    0.029    0.000 <frozen importlib._bootstrap_external>:1467(_get_spec)
     2911    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeconv/castgraph.py:48(get)
     2684    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/_parser.py:168(__getitem__)
        8    0.001    0.000    0.001    0.000 {method 'readline' of '_io.BufferedReader' objects}
      145    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:2331(_signature_from_function)
     1545    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:1250(register_global)
     1251    0.001    0.000    0.001    0.000 {method 'conjugate' of 'numpy.ndarray' objects}
     1212    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:138(append)
  416/105    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/_parser.py:178(getwidth)
     5626    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/fromnumeric.py:3265(_round_dispatcher)
     7332    0.001    0.000    0.001    0.000 {method 'release' of '_thread.RLock' objects}
     2927    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typeconv/castgraph.py:65(__getitem__)
      401    0.001    0.000    0.069    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:932(getsourcefile)
     1545    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/context.py:499(_lookup_global)
     3191    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:127(__ne__)
     2813    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
     5627    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/multiarray.py:153(concatenate)
     2933    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/target_extension.py:47(current_target)
      364    0.001    0.000    0.109    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
     1373    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/_utils.py:16(register)
     4357    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     8439    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/lib/type_check.py:205(_is_type_dispatcher)
     2500    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/lib/type_check.py:71(<genexpr>)
        8    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/datamodel/models.py:551(_as)
     2214    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/ffi.py:339(detach)
      379    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
     1373    0.001    0.000    0.004    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:557(_set_name)
     1238    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/context.py:545(insert_function)
     5626    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1764(_ravel_dispatcher)
      728    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
     1536    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/context.py:443(is_for_this_target)
     1238    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:1240(register)
     7345    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      380    0.001    0.000    0.004    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/pathlib.py:484(_parse_args)
        5    0.001    0.000    0.001    0.000 {method 'readlines' of '_io._IOBase' objects}
       42    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
     2727    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
     6825    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
     1987    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/types/abstract.py:20(_autoincr)
2547/1974    0.001    0.000    0.002    0.000 <frozen abc>:121(__subclasscheck__)
     9058    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
    364/3    0.001    0.000    1.072    0.357 <frozen importlib._bootstrap_external>:934(exec_module)
      243    0.001    0.000    0.079    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:1092(_init_once)
     1047    0.001    0.000    0.001    0.000 <frozen posixpath>:60(isabs)
   297/37    0.001    0.000    0.093    0.003 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/context.py:415(_load_builtins)
     2376    0.001    0.000    0.005    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:372(_insert_getattr_defn)
     5626    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/lib/arraypad.py:525(_pad_dispatcher)
     4063    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2416(_all_dispatcher)
      243    0.001    0.000    0.015    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/extending.py:207(decorate)
     2376    0.001    0.000    0.005    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:380(_insert_cast_defn)
        5    0.001    0.000    0.006    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/importlib/metadata/__init__.py:827(__init__)
     2500    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/lib/type_check.py:69(<genexpr>)
       99    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/instructions.py:68(__init__)
     2319    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/binding/ffi.py:322(__init__)
      223    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/enum.py:367(__setitem__)
  151/145    0.001    0.000    0.004    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:2435(_signature_from_callable)
     1092    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
      364    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
     1358    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/cpu_options.py:131(__init__)
     2376    0.001    0.000    0.004    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:384(_insert_get_constant_defn)
     2376    0.001    0.000    0.004    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/base.py:376(_insert_setattr_defn)
     3901    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
     2029    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/_parser.py:261(get)
      722    0.001    0.000    0.004    0.000 <frozen posixpath>:397(abspath)
  380/379    0.001    0.000    0.040    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
      752    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/ctypes/__init__.py:511(cast)
      898    0.001    0.000    0.002    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/event.py:243(notify)
      479    0.001    0.000    0.028    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/__init__.py:272(_compile)
     1440    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
     3063    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      933    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/values.py:564(_get_reference)
      504    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:892(getfile)
     1152    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:405(parent)
      250    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/ctypes/__init__.py:393(__getitem__)
        1    0.001    0.001    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/typing/templates.py:1040(_OverloadAttributeTemplate)
   136/46    0.001    0.000    0.009    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/re/_parser.py:456(_parse_sub)
      364    0.001    0.000    0.001    0.000 {built-in method _imp._fix_co_filename}
        1    0.001    0.001    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/byteflow.py:322(TraceRunner)
      303    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/inspect.py:2669(__init__)
     1412    0.001    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     4498    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
       14    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
      887    0.001    0.000    0.002    0.000 {built-in method builtins.any}
        1    0.001    0.001    0.001    0.001 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/html/entities.py:1(<module>)
      151    0.001    0.000    0.003    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/codegen.py:1420(set_env)
      635    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/registry.py:67(__getitem__)
      463    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/contextlib.py:104(__init__)
      722    0.001    0.000    0.001    0.000 <frozen posixpath>:389(normpath)
     2568    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
     1045    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numba/core/imputils.py:37(decorate)
     2465    0.001    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/_utils.py:13(is_used)
     1543    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:1030(__exit__)
      378    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/pathlib.py:536(__str__)
      188    0.000    0.000    0.012    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/importlib/metadata/__init__.py:931(read_text)
     2813    0.000    0.000    0.000    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/numpy/lib/function_base.py:5559(_append_dispatcher)
      898    0.000    0.000    0.001    0.000 /Users/fcucchietti/miniforge3/envs/ICHOIR/lib/python3.11/site-packages/llvmlite/ir/builder.py:351(_insert)
